lang,word_original,word_translation
ml,gold,"బంగారం, స్వర్ణం, పసిడి, కనకం, హేమం"
ml,door,"తలుపు, ద్వారం, గుమ్మం, కట్ట, ద్వారకం"
ml,snow,"మంచు, హిమం, చలువ, తుషారం, హిమపాతం"
ml,horse,"గుర్రం, అశ్వం, గ్రామిణం, హయం, తురగం"
ml,one,"ఒక, ఏక, ఒక్క, అంటే, మొదటి"
ml,two,"రెండు, ద్వి, జంట, యుగ్మము, ద్వయము"
ml,three,"మూడు, త్రి, ముల్లు, మూర్తులు"
ml,four,"నాలుగు, చతుర్భుజము, చతురస్రము, నలుగురు, చతుర్దశ"
ml,five,"ఐదు, పంచ, పంచక, పంచమ, పంచాకారము"
ml,six,"ఆరు, షణ్ము, సంఖ్య, అరువైనది"
ml,seven,"ఏడు, సప్త, సాత, సప్తమ, సాప్తము"
ml,eight,"ఎనిమిది, అష్ట, అష్టమ, ఎనిమిదో, అష్టకము"
ml,nine,"తొమ్మిది, నవ, నాలుగైదు, నయిదు, నవము"
ml,ten,"పది, దశ, దశకు, పంచదశ, దశమంతము"
ml,head,"తల, శిరస్సు, అధిపతి, నాయకుడు, ముఖ్యుడు"
ml,shop,"దుకాణం, అంగడి, వ్యాపారసదనం, వర్తకసదనం, హాటల్"
ml,strip,"పట్టీ, తీగ, దారం, పరిమాణం, పట్టా"
ml,street,"వీధి, రోడ్డు, మార్గం, పంక్తి, పట్టణం"
ml,part,"భాగం, అంశం, విభాగం, భాగస్వామ్యం, పాత్ర"
ml,eye,"కన్ను, అక్షి, చక్షువు, నేత్రం, నయనం"
ml,field,"మైదానం, రంగం, ప్రాంతం, భూమి, పొలం"
ml,site,"స్థలం, ప్రదేశం, స్థానం, జాగా, సంస్థలకు"
ml,dance,"నృత్యం, నాట్యం, తాండవం, లాస్యం, అభినయం"
ml,word,"పదం, శబ్దం, వచనం, అక్షరం, పద్యం"
ml,pair,"జత, జంట, యుగ్మం, దంపతులు, సమూహం"
ml,seat,"సీటు, ఆసనం, కుర్చీ, పీఠం, స్థానం"
ml,light,"వెలుగు, కాంతి, జ్యోతి, దీప్తి, ప్రకాశం"
ml,thousand,"వేయి, సహస్ర, అయుతం, పదివేలు"
ml,north,"ఉత్తరం, ఉత్తరదిశ, వాయువ్యం, వాయువ్యదిశ, ఉత్తరదిక్కు"
ml,machine,"యంత్రం, పరికరం, ఉపకరణం, వస్తువు, సాధనం"
ml,time,"సమయం, కాలం, వేళ, సమయకాలం, క్షణం"
ml,benefit,"ప్రయోజనం, లాభం, ఫలితం, ప్రతిఫలం, వినియోగం"
ml,position,"స్థానం, స్థితి, పదవి, స్థానము, హోదా"
ml,province,"ప్రాంతం, ప్రదేశం, భూభాగం, రాష్ట్రం, ప్రావిన్స్"
ml,exchange,"మార్పిడి, వర్తకం, వినిమయం, పరస్పరం, రవాణా"
ml,middle,"మధ్య, మధ్యభాగం, మాధ్యమం, సగం, మజ్జిగ"
ml,friend,"మిత్రుడు, స్నేహితుడు, చెలికాడు, బంధువు, సహచరుడు"
ml,color,"రంగు, వర్ణం, ధ్వని, ఛాయ, వర్ణకం"
ml,kind,"మంచి, దయ, సౌజన్యం, సహృదయం, స్నేహం"
ml,judge,"న్యాయమూర్తి, తీర్పుదారు, విచారకుడు, పరిశీలకుడు, నిర్ణేత"
ml,school,"పాఠశాల, విద్యాలయం, కళాశాల, విద్యాసంస్థ, కోవిద్"
ml,structure,"నిర్మాణం, ఆకృతి, నిర్మితి, కట్టడం, ఫ్రేము"
ml,tie,"టై, ముడి, బంధం, సమానత్వం, కట్టు"
ml,example,"ఉదాహరణ, నమూనా, సందర్భం, మాదిరి, పోలిక"
ml,face,"ముఖం, మొగం, అందం, సౌందర్యం, వదనం"
ml,bridge,"వంతెన, సేతువు, పులి, సంబంధం, సన్నిహితం"
ml,item,"వస్తువు, విషయం, పదార్థం, వస్తువులు"
ml,delete,"తొలగించు, వదిలివేయు, కాల్చివేయు, నాశనంచేయు, రద్దుచేయు"
ml,group,"సమూహం, బృందం, జట్టు, బృందు, గుంపు"
ml,talent,"ప్రతిభ, చమత్కారం, నైపుణ్యం, నేర్పు, శక్తి"
ml,beauty,"అందం, సౌందర్యం, శోభ, లావణ్యం, చకోరం"
ml,platform,"వేదిక, మంచి, విధానం, స్థాయి, స్థలం"
ml,house,"ఇల్లు, గృహం, భవనం, నివాసం, గృహస్థాలు"
ml,sun,"సూర్యుడు, సూర్యము, ఆదిత్యుడు, రవి, భానుడు"
ml,meeting,"సమావేశం, సభ, సమ్మేళనం, సంగమం, సమాగమం"
ml,history,"చరిత్ర, కథ, కథనం, వృత్తాంతం, పరంపర"
ml,valley,"లోయ, కొండాట, కందకం, త్రోవ, వాగు"
ml,square,"చతురస్రం, వర్గం, ఫలకం, చదరపు, ఆకారం"
ml,generation,"తరం, పీడి, వంశం, కుటుంబం, పోతరి"
ml,south,"దక్షిణ, నిర్దక్షిణ, దక్షిణం, దక్షిణదిశ, దక్షిణము"
ml,virtue,"గుణం, ధర్మం, నీతి, సద్గుణం, నైతికత"
ml,tribe,"తెగ, జాతి, వర్గం, కులం, సమూహం"
ml,city,"నగరం, పట్టణం, నగరీ, జనపదం, పురం"
ml,language,"భాష, మాట, జాతి, యాస, వాచకము"
ml,speed,"వేగం, శీఘ్రం, జారం, చుక్కాని, రఫ్తారం"
ml,ground,"నేల, భూమి, మైదానం, ప్రాంతం, భూభాగం"
ml,advance,"అభివృద్ధి, పురోగతి, ముందుకు, పెరుగుదల, చేరుకోవడం"
ml,attempt,"ప్రయత్నం, ప్రయత్నించు, చేయడం, ప్రయత్నించుట, చూడడం"
ml,defeat,"ఓటమి, నష్టం, పరాభవం, పరాజయం, అపజయం"
ml,tail,"తోక, పుచ్చం, పిడం, పూచం, పుచ్చి"
ml,mother,"తల్లి, జనని, అమ్మ, మాత, జనయిత్రి"
ml,east,"తూర్పు, పూర్వం, పూర్వదిశ, దిగువ, ప్రాచీ"
ml,return,"తిరిగిరావడం, తిరిగివచ్చు, ప్రతిఫలం, తిరుగుబాటు, వాపసు"
ml,speech,"ఉపన్యాసం, ప్రసంగం, మాట, వాక్యం, భాషణం"
ml,child,"పిల్లవాడు, బిడ్డ, శిశువు, సంతానం, బాలుడు"
ml,tower,"భవనం, గోపురం, కోట, మేడ, బురుజు"
ml,hair,"జుట్టు, కేశము, కొమ్ము, వెంట్రుకలు, కురులు"
ml,household,"కుటుంబం, ఇల్లు, గృహం, ఆవాసం, గృహస్థాశ్రమం"
ml,person,"వ్యక్తి, మనిషి, జీవి, మానవుడు, జీవుడు"
ml,section,"విభాగం, భాగం, ప్రకరణ, అధ్యాయం, ఖండం"
ml,official,"అధికారిక, సత్తాయిత, ప్రభుత్వ, ప్రాతినిధ్య, ఆధికారికమైన"
ml,hundred,"వంద, నూరు, శతము, శతకము"
ml,office,"కార్యాలయం, కార్యాలయము, కచేరీ, భవనం, సంస్థ"
ml,rock,"రాయి, శిల, పర్వతం, కొండ, బండరాయి"
ml,rise,"పెరుగు, లేచిరావడం, ఎగరడం, పైకిరావడం, వచ్చిరావడం"
ml,left,"ఎడమ, వామ, అరుపు, ఎడమవైపు, వామపక్షం"
ml,sound,"ధ్వని, శబ్దం, చప్పుడు, సద్దు, మాట"
ml,power,"శక్తి, బలం, అధికారం, సామర్థ్యం, సత్తా"
ml,summer,"వేసవి, వెన్నెరి, చెమ్మ, కాలికాలం"
