lang,word_original,word_translation
ml_translit,version,"pathipp,version,roopam,model,avatharanam"
ml_translit,ball,"panthu,golam,urunda,golakam"
ml_translit,painting,"chithram,ezhuthu,vara,thottam,rachana"
ml_translit,station,"steshan,nilayam,sthalam,idam,kendram"
ml_translit,rice,"arrie,choru,nellu,pachari,daanyam"
ml_translit,red,"chuvapp,raktha,rosha,thiktham,raktham"
ml_translit,line,"rekha,vara,punk,koodu,nira"
ml_translit,net,"vala,jaalam,valayam,jaalakam,nettu"
ml_translit,flower,"poovu,pushpam,nattam,pokkam,aaram"
ml_translit,tea,"chaaya,theyila,kapp,panium,madhurapaniyam"
ml_translit,foot,"call,paadam,paadasam,adii,charanam"
ml_translit,gold,"svarnnam,ponnu,soona,kanakam,pasion"
ml_translit,door,"vaathil,kavaadam,jaalakam,padippura,praveshanakavaadam"
ml_translit,snow,"manju,tushaaram,himam,aruvi,manimanju"
ml_translit,horse,"kuthira,kuthirappakshi,ashwam,vahanam,koodaaram"
ml_translit,one,"onnu,eakam,oru,eaka,thanii"
ml_translit,two,"rund,erandu,dvi,jodi"
ml_translit,three,"moonnu,trayam,muchaayam,tinal"
ml_translit,four,"naalu,chathuru,chathuram,naaluka,chathurnnam"
ml_translit,five,"anchu,pancha,paanch"
ml_translit,six,aarr
ml_translit,seven,"ezhu,saptham"
ml_translit,eight,"ettu,ashta"
ml_translit,nine,"ombathu,navam,nayam,navamam,navamgam"
ml_translit,ten,"patthu,dasha,dashakam"
ml_translit,head,"thala,shirass,mukham,melbhaagam,munnil"
ml_translit,shop,"kada,store,palisha,vilappakada,angaadi"
ml_translit,strip,"patta,vara,paatta,theepatta,naada"
ml_translit,street,"theruvu,vazhi,rooad,paatha,nagaram"
ml_translit,part,"bhaagam,ghadakam,amsham,avayavam,punk"
ml_translit,eye,"kannu,nethram,akshi,chakshu,peeli"
ml_translit,field,"maithanam,paadam,sthalam,pradesham,thittam"
ml_translit,site,"sthalam,saitt,websait,sthaanam,lokkeshan"
ml_translit,dance,"nritham,thaalam,chuvadu,aattam,thullalu"
ml_translit,word,"vaakk,padam,shabdam,prayogam,vyavaharam"
ml_translit,pair,"jodi,koottam,dampathy,yugmam"
ml_translit,seat,"irippidam,aasanam,sthaanam,seett"
ml_translit,light,"prakasham,velicham,theeppolla,deepam,jwala"
ml_translit,thousand,"aayiram,sahasram,velluveethi,ayutham,sahasraamshu"
ml_translit,north,"vadakk,utharam"
ml_translit,machine,"yanthram,mesheen,upakaranam,vasthu,samvidaanam"
ml_translit,time,"samayam,kaalam,neram,thiriv,avasaram"
ml_translit,benefit,"prayojanam,gunam,laabham,anukoolam,phalam"
ml_translit,position,"sthaanam,sthaani,avastha,nila,sthithi"
ml_translit,province,"pravishya,pradesham,raajyam,naadu,desham"
ml_translit,exchange,"kaimaattam,vinimayam,parivartthanam,maattam,raseet"
ml_translit,middle,"maddhya,nadukku,idayil,madhyabhagam,madhyabhaagam"
ml_translit,friend,"suhruthu,uttasuhrithu,mithram,snehitan"
ml_translit,color,"niram,varnnam,chaaya,thilakkam,rung"
ml_translit,kind,"daya,sneham,jagrata,sauhrudam,karuna"
ml_translit,judge,"vichaarakan,nyayaadhipan,mozhimattam,vilakk,theerppaakunnavan"
ml_translit,school,"school,vidyaalayam,paatashaala,vidyaapeedam"
ml_translit,structure,"ghadana,kaalika,thang,frame,kettippadukkal"
ml_translit,tie,"bandham,kayar,nool,thaalu,bandhanam"
ml_translit,example,"udaaharanam,drishtaantham,maathruka,thelivu,saakshyam"
ml_translit,face,"mukham,mukhathu,mukhapadam,vadanam,mukhadarshanam"
ml_translit,bridge,"paalam,sethu,ponthu,vithanam"
ml_translit,item,"vasthu,vibhavam,porul,lekham,padaartham"
ml_translit,delete,"illaathaakkuka,maaykkuka,neekkamcheyyuka,kalayuka"
ml_translit,group,"samgham,samooham,koottam,team"
ml_translit,talent,"pratibha,kazhivu,kaippunyam,saamarthyam,vaidagdhyam"
ml_translit,beauty,"sandhryam,bhadratha,laavanyam,roopam,shobha"
ml_translit,platform,"vedika,padinjaaru,mandapam,vedhi,plaattphom"
ml_translit,house,"veedu,gruham,bhavanam,mandiram,aalayam"
ml_translit,sun,"suuryan,suurya,ravee,bhaanu,dinakaran"
ml_translit,meeting,"yogam,sammelanam,samaavesham,sabha,sammelanam"
ml_translit,history,"charithram,paatam,katha,aithihyam,poorvvakatha"
ml_translit,valley,"thazhvara,nadeethadam,kidangu,puzhayoram,nelppaadam"
ml_translit,square,"chathuram,vargam,samachathuram,chathuraakrithi,phalakam"
ml_translit,generation,"thalamura,pinnaamburam,kaalaghattam,tharam,shesham"
ml_translit,south,"thekk,dakshinam"
ml_translit,virtue,"gunam,neethi,dharmam,sathyam,naithikatha"
ml_translit,tribe,"gothram,vargam,janavibhagam,jaathi,samudaayam"
ml_translit,city,"nagaram,pattanam,puram,thalasthaanam,nagari"
ml_translit,language,"bhasha,vachanam,samsaaram,vaakk,mozhi"
ml_translit,speed,"vegatha,raashi,gathi,vegam,pravegam"
ml_translit,ground,"thara,nilam,bhoomi,puram,maithanam"
ml_translit,advance,"munnettam,purogathi,pragathi,agragathi,munbaakkam"
ml_translit,attempt,"shramam,prayasam,prayatnam,cheythi,parisramam"
ml_translit,defeat,"parajayam,tholvi,nasham,nashtam,apakwata"
ml_translit,tail,vaalu
ml_translit,mother,"amma,maathaav,maathru,janani,maathruka"
ml_translit,east,"kizhakk,parasthyam,praachyam,poorvam,agneyam"
ml_translit,return,"thirichuvaravu,madangal,thirichethunna,prathyagamanam,punaragamanam"
ml_translit,speech,"prasangam,bhashanam,upanyasam,abhibhaashanam,vachanam"
ml_translit,child,"kutty,kochu,makan,makal,baalan"
ml_translit,tower,"gopuram,minaram,kodimaram,kotta,buruj"
ml_translit,hair,"mudi,kesham,churul,thalamudi"
ml_translit,household,"kudumbam,gruham,veedu,tharavaad,aalayam"
ml_translit,person,"vyakthi,aalu,manushyan,purushanu,jeevi"
ml_translit,section,"vibhaagam,khandika,bhaagam,patanam,adhyayam"
ml_translit,official,"udyogapoorvvam,audyogikam,adhikritham"
ml_translit,hundred,"nooru,nooru,shatham,nootti,shatham"
ml_translit,office,"oafees,karyalayam,kacheri,karyalayam"
ml_translit,rock,"kallu,paara,shila,parvatham,malaa"
ml_translit,rise,"uyarcha,vardhikkuka,ezhunnelkkuka,ponguka,mukalilekku"
ml_translit,left,idathu
ml_translit,sound,"shabdam,dhwani,naadam,swaram,chathuram"
ml_translit,power,"shakti,adikaaram,samardhyam,balam,kazhivu"
ml_translit,summer,"venal,greeshmam,athyushnam"
