lang,word_original,word_translation
ml,machine,"მანქანა, აპარატი, მექანიზმი, მანქანიზმი, აგრეგატი"
ml,time,"დრო, ჟამი, ხანი, პერიოდი, მომენტი"
ml,benefit,"სარგებელი, გამოსავალი, შემოსავალი, მოგება, პროფიტი"
ml,position,"პოზიცია, მდგომარეობა, ადგილი, სტატუსი, მაკნიშვნელი"
ml,province,"პროვინცია, რეგიონი, მხარე, ტერიტორია, ოლქი"
ml,exchange,"გაცვლა, შეცვლა, ბირჟა, მონაცვლეობა, ბარტერი"
ml,middle,"შუა, საშუალო, ცენტრი, საშუალება, შუალედი"
ml,friend,"მეგობარი, ნაცნობი, თანამებრძოლი, ახლობელი, თანაშემწე"
ml,color,"ფერი, საღე, შეფერილობა, ტონი, მელანი"
ml,kind,"ნათელი, სათნო, კეთილი, მეგობრული, სიკეთე"
ml,judge,"მოსამართლე, მსაჯული, შემფასებელი, კრიტიკოსი, არბიტრი"
ml,school,"სკოლა, სასწავლებელი, გიმნაზია, უნივერსიტეტი, აკადემია"
ml,structure,"სტრუქტურა, აგებულება, კონსტრუქცია, ფორმა, შენობა"
ml,tie,"კავშირი, ბადე, შნური, კრავატი, შარფი"
ml,example,"მაგალითი, ნიმუში, მოდელი, პროტოტიპი, ილუსტრაცია"
ml,face,"სახე, ფრთი, პირი, მოედანი, გარემო"
ml,bridge,"ხიდი, გადასასვლელი, გასასვლელი, თაღი, გადასასვლელი"
ml,item,"ნივთი, საგანი, პუნქტი, ელემენტი, მასალა"
ml,delete,"წაშლა, გამოშვება, გაუქმება, გამოთიშვა, გასუფთავება"
ml,group,"ჯგუფი, გუნდი, ბრიგადა, კოლექტივი, კომპანია"
ml,talent,"ნიჭი, შესაძლებლობა, უნარი, განსაკუთოებულობა, გენი"
ml,beauty,"სილამაზე, მშვენიერება, გართული, საოცარი, მხატვრული"
ml,platform,"პლატფორმა, ბაქანი, სცენა, ტრიბუნა, ასპარეზი"
ml,house,"სახლი, ბინა, ფლატი, ოთახი, ნაგებობა"
ml,sun,"მზე, სავსე, სინათლე, სხივი, დღე"
ml,meeting,"შეხვედრა, კონფერენცია, სხდომა, საბჭო, კონგრესი"
ml,history,"ისტორია, წარსული, გარდავალი, თაღლითი, ხანა"
ml,valley,"ხეობა, ველი, დაბლობი, ბარი, გავაკება"
ml,square,"კვადრატი, მოედანი, მაიდანი, სათავე, კვარტალი"
ml,generation,"თაობა, გენერაცია, შთამომავლობა, მოდგმა, პოლარი"
ml,south,"სამხრეთი, სამხრე, სამხე, დასავლეთი, ნამდვილი"
ml,virtue,"სათნოება, ღირსება, მარჯვე, სიკეთე, სამართლიანობა"
ml,tribe,"ტომი, გვარი, კლანი, თემი, ხალხი"
ml,city,"ქალაქი, ურბანი, მეტროპოლია, დასახლება, მუნიციპალიტეტი"
ml,language,"ენა, მეტყველება, ლექსი, საუბარი, სიტყვა"
ml,speed,"სიჩქარე, სისწრაფე, ჩქარი, სიფხიზლე, სწრაფობა"
ml,ground,"მიწა, ნიადაგი, საფუძველი, ბაზისი, ფონი"
ml,advance,"განვითარება, წინსვლა, სვლა, მიღწევა, პროგრესი"
ml,attempt,"მცდელობა, ცდა, მეცადინეობა, გამოცდა, შეცდომა"
ml,defeat,"დამარცხება, მარცხი, წაგება, დამარცხება, სრისი"
ml,tail,"კუდი, ბოლო, ნიშა, ბლაგი, საჰაერო"
ml,mother,"დედა, მამა, მშობელი, დიდედა, ნანა"
ml,east,"აღმოსავლეთი, აღმოსავლეთის, მზისცემა, აღმოსავლური, მზეგაზეთი"
ml,return,"დაბრუნება, აბრუნება, უკანასვლა, სტუმარობა, გამოქვაბულა"
ml,speech,"სიტყვა, გამოსვლა, ლექსი, მეტყველება, შესავალი"
ml,child,"ბავშვი, ჩვილი, შვილი, ნაშვილი, ნაბიჯი"
ml,tower,"კოშკი, ციხე, ბასტიონი, მინარეთი, სარქველი"
ml,hair,"თმა, წვერი, ძვა, ბალახი, ჯაგრი"
ml,household,"ოჯახი, სახლი, მეურნეობა, გარემო, შინაური"
ml,person,"ადამიანი, პირი, სული, ინდივიდი, ინდივიდუმი"
ml,section,"სექცია, განყოფილება, ნაწილი, სექტორი, დეპარტამენტი"
ml,official,"ოფიციალური, სახელმწიფო, სამთავრო, საჯარო, სახელმწიფოებრივი"
ml,hundred,"ასი, მეტი, ბევრი, მრავალი, საუკუნე"
ml,office,"ოფისი, ბიურო, კაბინეტი, სამსახური, ბიუროები"
ml,rock,"კლდე, ქვა, საწყისი, სქელი, მყარი"
ml,rise,"ამაღლება, ზრდა, აღმავლობა, მატება, ამაღლება"
ml,left,"მარცხენა, მარცხე, გასასვლელი, გასასვლელი, დატოვებული"
ml,sound,"ხმა, ბგერა, საითი, ჟღერა, შესაძერა"
ml,power,"ძალა, ძალაუფლება, ენერგია, შესაძლებლობა, გავლენა"
ml,summer,"ზაფხული, სეზონი, პერიოდი, დღეები, ჟამი"
