lang,word_original,word_translation
ml,nine,"ഒമ്പത്, നവം, നയം, നവമം, നവംഗം"
ml,ten,"പത്ത്, ദശ, ദശകം"
ml,head,"തല, ശിരസ്സ്, മുഖം, മേൽഭാഗം, മുന്നിൽ"
ml,shop,"കട, സ്റ്റോർ, പലിശ, വിലപ്പകട, അങ്ങാടി"
ml,strip,"പട്ട, വര, പാട്ട, തീപ്പട്ട, നാട"
ml,street,"തെരുവ്, വഴി, റോഡ്, പാത, നഗരം"
ml,part,"ഭാഗം, ഘടകം, അംശം, അവയവം, പങ്ക്"
ml,eye,"കണ്ണ്, നേത്രം, അക്ഷി, ചക്ഷു, പീലി"
ml,field,"മൈതാനം, പാടം, സ്ഥലം, പ്രദേശം, തിട്ടം"
ml,site,"സ്ഥലം, സൈറ്റ്, വെബ്സൈറ്റ്, സ്ഥാനം, ലൊക്കേഷൻ"
ml,dance,"നൃത്തം, താളം, ചുവട്, ആട്ടം, തുള്ളല്"
ml,word,"വാക്ക്, പദം, ശബ്ദം, പ്രയോഗം, വ്യവഹാരം"
ml,pair,"ജോടി, കൂട്ടം, ദംപതി, യുഗ്മം"
ml,seat,"ഇരിപ്പിടം, ആസനം, സ്ഥാനം, സീറ്റ്"
ml,light,"പ്രകാശം, വെളിച്ചം, തീപ്പൊള്ള, ദീപം, ജ്വാല"
ml,thousand,"ആയിരം, സഹസ്രം, വെള്ളുവീതി, അയുതം, സഹസ്രാംശു"
ml,north,"വടക്ക്, ഉത്തരം"
ml,machine,"യന്ത്രം, മെഷീൻ, ഉപകരണം, വസ്തു, സംവിധാനം"
ml,time,"സമയം, കാലം, നേരം, തിരിവ്, അവസരം"
ml,benefit,"പ്രയോജനം, ഗുണം, ലാഭം, അനുകൂലം, ഫലം"
ml,position,"സ്ഥാനം, സ്ഥാനി, അവസ്ഥ, നില, സ്ഥിതി"
ml,province,"പ്രവിശ്യ, പ്രദേശം, രാജ്യം, നാട്, ദേശം"
ml,exchange,"കൈമാറ്റം, വിനിമയം, പരിവർത്തനം, മാറ്റം, രസീത്"
ml,middle,"മദ്ധ്യ, നടുക്ക്, ഇടയിൽ, മധ്യഭാഗം, മദ്ധ്യഭാഗം"
ml,friend,"സുഹൃത്ത്, ഉറ്റസുഹൃത്ത്, മിത്രം, സ്നേഹിതൻ"
ml,color,"നിറം, വർണ്ണം, ചായ, തിളക്കം, രംഗ്"
ml,kind,"ദയ, സ്നേഹം, ജാഗ്രത, സൌഹൃദം, കരുണ"
ml,judge,"വിചാരകൻ, ന്യായാധിപൻ, മൊഴിമാറ്റം, വിലക്ക്, തീര്പ്പാകുന്നവൻ"
ml,school,"സ്കൂൾ, വിദ്യാലയം, പാഠശാല, വിദ്യാപീഠം"
ml,structure,"ഘടന, കാലിക, താങ്ങ്, ഫ്രെയിം, കെട്ടിപ്പടുക്കൽ"
ml,tie,"ബന്ധം, കയർ, നൂൽ, താള്, ബന്ധനം"
ml,example,"ഉദാഹരണം, ദൃഷ്ടാന്തം, മാതൃക, തെളിവ്, സാക്ഷ്യം"
ml,face,"മുഖം, മുഖത്ത്, മുഖപടം, വദനം, മുഖദർശനം"
ml,bridge,"പാലം, സേതു, പൊന്ത്, വിതാനം"
ml,item,"വസ്തു, വിഭവം, പൊരുൾ, ലേഖം, പദാർത്ഥം"
ml,delete,"ഇല്ലാതാക്കുക, മായ്ക്കുക, നീക്കംചെയ്യുക, കളയുക"
ml,group,"സംഘം, സമൂഹം, കൂട്ടം, ടീം"
ml,talent,"പ്രതിഭ, കഴിവ്, കൈപ്പുണ്യം, സാമർത്ഥ്യം, വൈദഗ്ദ്ധ്യം"
ml,beauty,"സൗന്ദര്യം, ഭദ്രത, ലാവണ്യം, രൂപം, ശോഭ"
ml,platform,"വേദിക, പടിഞ്ഞാറ്, മണ്ഡപം, വേദി, പ്ലാറ്റ്ഫോം"
ml,house,"വീട്, ഗൃഹം, ഭവനം, മന്ദിരം, ആലയം"
ml,sun,"സൂര്യൻ, സൂര്യ, രവി, ഭാനു, ദിനകരൻ"
ml,meeting,"യോഗം, സമ്മേളനം, സമാവേശം, സഭ, സമ്മേളനം"
ml,history,"ചരിത്രം, പാഠം, കഥ, ഐതിഹ്യം, പൂർവ്വകഥ"
ml,valley,"താഴ്‌വര, നദീതടം, കിടങ്ങ്, പുഴയോരം, നെൽപ്പാടം"
ml,square,"ചതുരം, വർഗം, സമചതുരം, ചതുരാകൃതി, ഫലകം"
ml,generation,"തലമുറ, പിന്നാമ്പുറം, കാലഘട്ടം, തരം, ശേഷം"
ml,south,"തെക്ക്, ദക്ഷിണം"
ml,virtue,"ഗുണം, നീതി, ധർമ്മം, സത്യം, നൈതികത"
ml,tribe,"ഗോത്രം, വർഗം, ജനവിഭാഗം, ജാതി, സമുദായം"
ml,city,"നഗരം, പട്ടണം, പുരം, തലസ്ഥാനം, നഗരി"
ml,language,"ഭാഷ, വചനം, സംസാരം, വാക്ക്, മൊഴി"
ml,speed,"വേഗത, രാശി, ഗതി, വേഗം, പ്രവേഗം"
ml,ground,"തറ, നിലം, ഭൂമി, പുറം, മൈതാനം"
ml,advance,"മുന്നേറ്റം, പുരോഗതി, പ്രഗതി, അഗ്രഗതി, മുമ്പാക്കം"
ml,attempt,"ശ്രമം, പ്രയാസം, പ്രയത്നം, ചെയ്തി, പരിശ്രമം"
ml,defeat,"പരാജയം, തോൽവി, നാശം, നഷ്ടം, അപക്വത"
ml,tail,"വാല്"
ml,mother,"അമ്മ, മാതാവ്, മാതൃ, ജനനി, മാതൃക"
ml,east,"കിഴക്ക്, പൗരസ്ത്യം, പ്രാച്യം, പൂർവം, അഗ്നേയം"
ml,return,"തിരിച്ചുവരവ്, മടങ്ങൽ, തിരിച്ചെത്തുന്ന, പ്രത്യാഗമനം, പുനരാഗമനം"
ml,speech,"പ്രസംഗം, ഭാഷണം, ഉപന്യാസം, അഭിഭാഷണം, വചനം"
ml,child,"കുട്ടി, കൊച്ചു, മകൻ, മകൾ, ബാലൻ"
ml,tower,"ഗോപുരം, മിനാരം, കൊടിമരം, കോട്ട, ബുരുജ്"
ml,hair,"മുടി, കേശം, ചുരുൽ, തലമുടി"
ml,household,"കുടുംബം, ഗൃഹം, വീട്, തറവാട്, ആലയം"
ml,person,"വ്യക്തി, ആള്, മനുഷ്യന്, പുരുഷന്, ജീവി"
ml,section,"വിഭാഗം, ഖണ്ഡിക, ഭാഗം, പഠനം, അധ്യായം"
ml,official,"ഉദ്യോഗപൂർവ്വം, ഔദ്യോഗികം, അധികൃതം"
ml,hundred,"നൂറ്, നൂറു, ശതം, നൂറ്റി, ശതം"
ml,office,"ഓഫീസ്, കാര്യാലയം, കച്ചേരി, കാര്യാലയം"
ml,rock,"കല്ല്, പാറ, ശില, പർവതം, മല"
ml,rise,"ഉയർച്ച, വർദ്ധിക്കുക, എഴുന്നേൽക്കുക, പൊങ്ങുക, മുകളിലേക്ക്"
ml,left,"ഇടത്"
ml,sound,"ശബ്ദം, ധ്വനി, നാദം, സ്വരം, ചത്തുരം"
ml,power,"ശക്തി, അധികാരം, സാമർഥ്യം, ബലം, കഴിവ്"
ml,summer,"വേനൽ, ഗ്രീഷ്മം, അത്യുഷ്ണം"
