lang,word_original,word_translation
ml,time,"நேரம், காலம், தருணம், சமயம், காலம்"
ml,benefit,"நன்மை, பயன், பலன், அனுகூலம், சலுகை"
ml,position,"நிலை, இடம், நிலையம், பதவி, மதிப்பு"
ml,province,"மாகாணம், மாநிலம், பிரதேசம், பகுதி, பகுத்தரம்"
ml,exchange,"பரிமாற்றம், பரிவர்த்தனை, மாற்று, பரிமாறு, ஒப்படை"
ml,middle,"நடு, இடை, மத்திய, நடுவ, மத்தியில்"
ml,friend,"நண்பன், தோழன், தோழி, சிநேகிதன், உறவினர்"
ml,color,"நிறம், வண்ணம், நிரம், வர்ணம், பட்டு"
ml,kind,"அன்பு, இனிமை, நட்பு, கருணை, பண்பு"
ml,judge,"நீதிபதி, மதிப்பீடு, தீர்ப்பாயர், நடுவர், முடிவுசெய்பவர்"
ml,school,"பள்ளி, கல்விக்கூடம், கல்லூரி, வி஦்தியாசாலை, அகாதமி"
ml,structure,"கட்டமைப்பு, அமைப்பு, உள்ளமைப்பு, கட்டடம், அமைதி"
ml,tie,"தொடை, பட்டை, கட்டு, பிணை, பிணி"
ml,example,"எடுத்துக்காட்டு, உதாரணம், விளக்கம், சான்று, முன்மாதிரி"
ml,face,"முகம், மொழுமொழுக்கு, வடிவம், தோற்றம், படம்"
ml,bridge,"பாலம், சேது, பாலமாற்று, திட்டு, அணை"
ml,item,"பொருள், பண்டம், வஸ்து, கருவி, பொருட்கள்"
ml,delete,"அழிக்க, நீக்க, களை, மறைக்க, துடை"
ml,group,"குழு, இடம், அணி, தொகுதி, கூட்டம்"
ml,talent,"திறமை, ஆற்றல், படைப்பு, புலமை, சாதனை"
ml,beauty,"அழகு, வடிவு, அணிகலன், பொலிவு, ஒளி"
ml,platform,"தளம், மண்டபம், தலையணை, பலகை, தளம்"
ml,house,"வீடு, இல்லம், மனை, அறை, கோவில்"
ml,sun,"சூரியன், கதிரவன், சூர்யன், பகலவன், கதிரவன்"
ml,meeting,"கூட்டம், மன்றம், அமர்வு, கலந்தாலோசிப்பு, சந்திப்பு"
ml,history,"வரலாறு, சரிதம், கதை, செய்தி, பதிவு"
ml,valley,"பள்ளத்தாக்கு, கம்பளம், கிராமம், பகுதி, நதி"
ml,square,"சதுரம், கட்டம், சமச்சீர், நாற்கரம், சீர்க்கட்டம்"
ml,generation,"தலைமுறை, காலம், சந்ததி, குலம், வம்சம்"
ml,south,"தெற்கு, தென், தென்பகுதி, தென்னாடு, தென்மண்டலம்"
ml,virtue,"நற்பண்பு, குணம், புண்ணம், நன்மை, ஒழுங்கு"
ml,tribe,"கூட்டம், இனம், சமூகம், குலம், பழங்குடி"
ml,city,"நகரம், பட்டினம், ஊர், பூமி, மாநகரம்"
ml,language,"மொழி, பேச்சு, வழக்கு, பயன்பாடு, கீழ்மை"
ml,speed,"வேகம், சீருந்தை, துரிதம், விரைவு, வெகுடை"
ml,ground,"தரை, மண், நிலம், புவி, பூமி"
ml,advance,"முன்னேற்றம், வளர்ச்சி, புரட்சி, முன்னேறு, வளர்ச்சி"
ml,attempt,"முயற்சி, செயல், இயக்கம், கொடுப்பது, முனைப்பு"
ml,defeat,"தோல்வி, நிலைகுலைவு, வீழ்ச்சி, தோற்றம், நடுக்கம்"
ml,tail,"வால், தோகை, அடி, பின்புறம், கீழ்ப்பகுதி"
ml,mother,"தாய், அன்னை, அம்மா, மாதா, ஜனனி"
ml,east,"கிழக்கு, செம்மை, தெற்குகிழக்கு, கீழ்க்கிழக்கு, ஏற்காடு"
ml,return,"திரும்பு, திருப்பு, மீளு, மீட்டல், திருப்பி"
ml,speech,"உரை, பேச்சு, சொல், மொழி, அறிக்கை"
ml,child,"குழந்தை, சிசு, குட்டி, பிள்ளை, சேய்"
ml,tower,"கோபுரம், மாளிகை, கொட்டகை, மாடம், மினர்"
ml,hair,"முடி, கூந்தல், சிகை, தலைமுடி, கூந்தல்"
ml,household,"வீடு, குடும்பம், இல்லம், மனை, குடியிருப்பு"
ml,person,"நபர், மனிதர், ஆள், மக்கள், அவர்"
ml,section,"பிரிவு, பகுதி, துறை, பக்ஷம், பாகம்"
ml,official,"அதிகாரப்பூர்வ, அலுவல், ஆட்சேர்ப்பு, முறைசார்ந்த, அரசு"
ml,hundred,"நூறு, நூற்றுக்கணக்கான, பல்லாயிரம், பலமடங்கு, பல்லாயிரக்கணக்கான"
ml,office,"அலுவலகம், பணியகம், அலுவலகம், செயலகம், பதவியகம்"
ml,rock,"பாறை, கல்லு, பனை, மலை, குன்று"
ml,rise,"உயர, ஏறு, மேலெழு, வளர, குதித்து"
ml,left,"இடது, எடுத்துக்கொள்ளாத, தேவையற்ற, குறைந்த, சிறிய"
ml,sound,"ஒலி, சத்தம், தொலைவு, கேட்டல், குரல்"
ml,power,"வலிமை, சக்தி, ஆற்றல், அதிகாரம், ஆட்சி"
ml,summer,"கோடை, வேனில், இளவேனில், சித்திரை"
